labels,log
16,"plovvored.rest CNAME . ; Botnet C2 - confidence level: 100% (2022_05_07), see https://threatfox.abuse.ch/ioc/548667/"
16,"dassaretillop.fun CNAME . ; Botnet C2 - confidence level: 100% (2022_05_07), see https://threatfox.abuse.ch/ioc/548668/"
16,"ohioohioa.com CNAME . ; Botnet C2 - confidence level: 100% (2022_05_05), see https://threatfox.abuse.ch/ioc/548259/"
16,"sky01.publicvm.com CNAME . ; Botnet C2 - confidence level: 100% (2022_05_04), see https://threatfox.abuse.ch/ioc/548109/"
16,"rafatrekindustri24.com CNAME . ; Botnet C2 - confidence level: 100% (2022_05_04), see https://threatfox.abuse.ch/ioc/548067/"
16,"roterkindustri24.com CNAME . ; Botnet C2 - confidence level: 100% (2022_05_04), see https://threatfox.abuse.ch/ioc/548068/"
16,"masmabelicods.com CNAME . ; Botnet C2 - confidence level: 100% (2022_05_04), see https://threatfox.abuse.ch/ioc/548063/"
16,"omigxpremiernuc.com CNAME . ; Botnet C2 - confidence level: 100% (2022_05_04), see https://threatfox.abuse.ch/ioc/548064/"
16,"rafawarsindustri.com CNAME . ; Botnet C2 - confidence level: 100% (2022_05_04), see https://threatfox.abuse.ch/ioc/548065/"
16,"slotstbrnewss.com CNAME . ; Botnet C2 - confidence level: 100% (2022_05_04), see https://threatfox.abuse.ch/ioc/548066/"
16,"yabynennet.xyz CNAME . ; Botnet C2 - confidence level: 100% (2022_05_04), see https://threatfox.abuse.ch/ioc/548025/"
16,"blackhousevoid.com CNAME . ; Botnet C2 - confidence level: 100% (2022_05_03), see https://threatfox.abuse.ch/ioc/547968/"
16,"oftrainziila.com CNAME . ; Botnet C2 - confidence level: 100% (2022_05_03), see https://threatfox.abuse.ch/ioc/547969/"
16,"ereverittouche.top CNAME . ; Botnet C2 - confidence level: 100% (2022_05_03), see https://threatfox.abuse.ch/ioc/547970/"
16,"mitareamaz.top CNAME . ; Botnet C2 - confidence level: 100% (2022_05_03), see https://threatfox.abuse.ch/ioc/547971/"
16,"iterrationobj.site CNAME . ; Botnet C2 - confidence level: 100% (2022_05_03), see https://threatfox.abuse.ch/ioc/547972/"
16,"stooryallice.com CNAME . ; Botnet C2 - confidence level: 100% (2022_05_03), see https://threatfox.abuse.ch/ioc/547960/"
16,"hyppodraver.rest CNAME . ; Botnet C2 - confidence level: 100% (2022_05_03), see https://threatfox.abuse.ch/ioc/547961/"
16,"objectsofitteratio.fun CNAME . ; Botnet C2 - confidence level: 100% (2022_05_03), see https://threatfox.abuse.ch/ioc/547962/"
16,"lakebikerool.com CNAME . ; Botnet C2 - confidence level: 100% (2022_05_03), see https://threatfox.abuse.ch/ioc/547963/"
16,"comradespoon.com CNAME . ; Botnet C2 - confidence level: 100% (2022_05_03), see https://threatfox.abuse.ch/ioc/547964/"
16,"sobaprivba.rest CNAME . ; Botnet C2 - confidence level: 100% (2022_05_03), see https://threatfox.abuse.ch/ioc/547965/"
16,"whoisthisa.site CNAME . ; Botnet C2 - confidence level: 100% (2022_05_03), see https://threatfox.abuse.ch/ioc/547966/"
16,"trendpiplis.com CNAME . ; Botnet C2 - confidence level: 100% (2022_05_03), see https://threatfox.abuse.ch/ioc/547967/"
16,"environmentbest.top CNAME . ; Botnet C2 - confidence level: 100% (2022_05_03), see https://threatfox.abuse.ch/ioc/547959/"
16,"ultraxreroxx.com CNAME . ; Botnet C2 - confidence level: 100% (2022_05_03), see https://threatfox.abuse.ch/ioc/547935/"
16,"iphy.strangled.net CNAME . ; Botnet C2 - confidence level: 100% (2022_05_02), see https://threatfox.abuse.ch/ioc/547471/"
16,"cabrioxmdes.at CNAME . ; Botnet C2 - confidence level: 100% (2022_04_28), see https://threatfox.abuse.ch/ioc/537302/"
16,"hopexmder.net CNAME . ; Botnet C2 - confidence level: 100% (2022_04_28), see https://threatfox.abuse.ch/ioc/537303/"
16,"seaskysafe.com CNAME . ; Botnet C2 - confidence level: 75% (2022_04_27), see https://threatfox.abuse.ch/ioc/536960/"
16,"otectagain.top CNAME . ; Botnet C2 - confidence level: 75% (2022_04_27), see https://threatfox.abuse.ch/ioc/536959/"
16,"dilimoretast.com CNAME . ; Botnet C2 - confidence level: 75% (2022_04_27), see https://threatfox.abuse.ch/ioc/536958/"
16,"antnosience.com CNAME . ; Botnet C2 - confidence level: 75% (2022_04_27), see https://threatfox.abuse.ch/ioc/536957/"
16,"orangegrande.com CNAME . ; Botnet C2 - confidence level: 75% (2022_04_27), see https://threatfox.abuse.ch/ioc/536945/"
16,"blackferrow.com CNAME . ; Botnet C2 - confidence level: 75% (2022_04_27), see https://threatfox.abuse.ch/ioc/536944/"
16,"kingshakes1.linkpc.net CNAME . ; Botnet C2 - confidence level: 100% (2022_04_27), see https://threatfox.abuse.ch/ioc/536579/"
16,"medicare-cost.com CNAME . ; Botnet C2 - confidence level: 75% (2022_04_25), see https://threatfox.abuse.ch/ioc/533290/"
16,"afrocalite.ga CNAME . ; Botnet C2 - confidence level: 100% (2022_04_25), see https://threatfox.abuse.ch/ioc/533024/"
16,"clasique.ga CNAME . ; Botnet C2 - confidence level: 100% (2022_04_25), see https://threatfox.abuse.ch/ioc/533025/"
16,"cretenom.ga CNAME . ; Botnet C2 - confidence level: 100% (2022_04_25), see https://threatfox.abuse.ch/ioc/533026/"
16,"1biggie.publicvm.com CNAME . ; Botnet C2 - confidence level: 100% (2022_04_25), see https://threatfox.abuse.ch/ioc/532991/"
16,"azure-dbupdate.at CNAME . ; Botnet C2 - confidence level: 100% (2022_04_23), see https://threatfox.abuse.ch/ioc/528159/"
16,"azure-updatedb.at CNAME . ; Botnet C2 - confidence level: 100% (2022_04_23), see https://threatfox.abuse.ch/ioc/528160/"
16,"cucumbetuturel4.com CNAME . ; Botnet C2 - confidence level: 100% (2022_04_23), see https://threatfox.abuse.ch/ioc/528119/"
16,"nikogkojam.org CNAME . ; Botnet C2 - confidence level: 100% (2022_04_23), see https://threatfox.abuse.ch/ioc/528120/"
16,"samnutu11nuli.com CNAME . ; Botnet C2 - confidence level: 100% (2022_04_23), see https://threatfox.abuse.ch/ioc/528121/"
16,"lilisjjoer44.com CNAME . ; Botnet C2 - confidence level: 100% (2022_04_23), see https://threatfox.abuse.ch/ioc/528122/"
16,"monsutiur4.com CNAME . ; Botnet C2 - confidence level: 100% (2022_04_23), see https://threatfox.abuse.ch/ioc/528111/"
16,"linislominyt11.at CNAME . ; Botnet C2 - confidence level: 100% (2022_04_23), see https://threatfox.abuse.ch/ioc/528112/"
16,"mini55tunul.com CNAME . ; Botnet C2 - confidence level: 100% (2022_04_23), see https://threatfox.abuse.ch/ioc/528113/"
16,"nusurionuy5ff.at CNAME . ; Botnet C2 - confidence level: 100% (2022_04_23), see https://threatfox.abuse.ch/ioc/528114/"
16,"limo00ruling.org CNAME . ; Botnet C2 - confidence level: 100% (2022_04_23), see https://threatfox.abuse.ch/ioc/528115/"
16,"luxulixionus.net CNAME . ; Botnet C2 - confidence level: 100% (2022_04_23), see https://threatfox.abuse.ch/ioc/528116/"
16,"nunuslushau.com CNAME . ; Botnet C2 - confidence level: 100% (2022_04_23), see https://threatfox.abuse.ch/ioc/528117/"
16,"nikogminut88.at CNAME . ; Botnet C2 - confidence level: 100% (2022_04_23), see https://threatfox.abuse.ch/ioc/528118/"
16,"pentester01.duckdns.org CNAME . ; Botnet C2 - confidence level: 100% (2022_04_22), see https://threatfox.abuse.ch/ioc/525606/"
16,"daveblack.publicvm.com CNAME . ; Botnet C2 - confidence level: 100% (2022_04_22), see https://threatfox.abuse.ch/ioc/524498/"
16,"morginakolim.com CNAME . ; Botnet C2 - confidence level: 100% (2022_04_20), see https://threatfox.abuse.ch/ioc/522139/"
16,"nuvez112.ddns.net CNAME . ; Botnet C2 - confidence level: 100% (2022_04_20), see https://threatfox.abuse.ch/ioc/522120/"
16,"dekeoipsi.top CNAME . ; Botnet C2 - confidence level: 75% (2022_04_19), see https://threatfox.abuse.ch/ioc/521710/"
16,"bitrat9300.duckdns.org CNAME . ; Botnet C2 - confidence level: 100% (2022_04_19), see https://threatfox.abuse.ch/ioc/521653/"
16,"n0fuzga.publicvm.com CNAME . ; Botnet C2 - confidence level: 100% (2022_04_17), see https://threatfox.abuse.ch/ioc/520603/"
16,"pythonn.linkpc.net CNAME . ; Botnet C2 - confidence level: 100% (2022_04_17), see https://threatfox.abuse.ch/ioc/520599/"
16,"boysgoblow.hopto.org CNAME . ; Botnet C2 - confidence level: 100% (2022_04_16), see https://threatfox.abuse.ch/ioc/520355/"
16,"kehkehkeiz.000webhostapp.com CNAME . ; Botnet C2 - confidence level: 100% (2022_04_16), see https://threatfox.abuse.ch/ioc/520341/"
16,"pool.minexmr.com CNAME . ; Botnet C2 - confidence level: 100% (2022_04_16), see https://threatfox.abuse.ch/ioc/520342/"
16,"kuxojemoli.com CNAME . ; Botnet C2 - confidence level: 100% (2022_04_15), see https://threatfox.abuse.ch/ioc/519984/"
16,"gmhteuster.com CNAME . ; Botnet C2 - confidence level: 100% (2022_04_15), see https://threatfox.abuse.ch/ioc/519980/"
16,"crazydns.linkpc.net CNAME . ; Botnet C2 - confidence level: 100% (2022_04_14), see https://threatfox.abuse.ch/ioc/519853/"
16,"cicimiwot.com CNAME . ; Botnet C2 - confidence level: 100% (2022_04_14), see https://threatfox.abuse.ch/ioc/519790/"
16,"tudutonu.com CNAME . ; Botnet C2 - confidence level: 100% (2022_04_14), see https://threatfox.abuse.ch/ioc/519791/"
16,"furfen.com CNAME . ; Botnet C2 - confidence level: 100% (2022_04_14), see https://threatfox.abuse.ch/ioc/519792/"
16,"fridgexperts.cc CNAME . ; Botnet C2 - confidence level: 100% (2022_04_14), see https://threatfox.abuse.ch/ioc/519771/"
16,"mekhocairos.linkpc.net CNAME . ; Botnet C2 - confidence level: 100% (2022_04_13), see https://threatfox.abuse.ch/ioc/519141/"
16,"godblessking.ddns.net CNAME . ; Botnet C2 - confidence level: 100% (2022_04_13), see https://threatfox.abuse.ch/ioc/518978/"
16,"interblog.top CNAME . ; Botnet C2 - confidence level: 100% (2022_04_12), see https://threatfox.abuse.ch/ioc/518787/"
16,"interforum.top CNAME . ; Botnet C2 - confidence level: 100% (2022_04_12), see https://threatfox.abuse.ch/ioc/518788/"
16,"jointoblog.top CNAME . ; Botnet C2 - confidence level: 100% (2022_04_12), see https://threatfox.abuse.ch/ioc/518789/"
16,"pop11.linkpc.net CNAME . ; Botnet C2 - confidence level: 100% (2022_04_11), see https://threatfox.abuse.ch/ioc/518596/"
16,"ertimadifa.com CNAME . ; Botnet C2 - confidence level: 75% (2022_04_11), see https://threatfox.abuse.ch/ioc/518554/"
16,"doctorsbit.duckdns.org CNAME . ; Botnet C2 - confidence level: 100% (2022_04_08), see https://threatfox.abuse.ch/ioc/517991/"
16,"xoftmanrem001.camdvr.org CNAME . ; Botnet C2 - confidence level: 100% (2022_04_08), see https://threatfox.abuse.ch/ioc/517559/"
16,"xoftmanrem002.camdvr.org CNAME . ; Botnet C2 - confidence level: 100% (2022_04_08), see https://threatfox.abuse.ch/ioc/517560/"
16,"xoftmanrem003.camdvr.org CNAME . ; Botnet C2 - confidence level: 100% (2022_04_08), see https://threatfox.abuse.ch/ioc/517561/"
16,"diretosdewashington.us CNAME . ; Botnet C2 - confidence level: 100% (2022_04_08), see https://threatfox.abuse.ch/ioc/517440/"
16,"jmcbguuejijrubjompiesjigpaudpmog.cloud CNAME . ; Botnet C2 - confidence level: 100% (2022_04_08), see https://threatfox.abuse.ch/ioc/517441/"
16,"nweke.ddnsgeek.com CNAME . ; Botnet C2 - confidence level: 100% (2022_04_07), see https://threatfox.abuse.ch/ioc/517303/"
16,"bitratnew9200.duckdns.org CNAME . ; Botnet C2 - confidence level: 100% (2022_04_06), see https://threatfox.abuse.ch/ioc/516671/"
16,"flexyval01.hopto.org CNAME . ; Botnet C2 - confidence level: 100% (2022_04_06), see https://threatfox.abuse.ch/ioc/516573/"
16,"flexyval02.hopto.org CNAME . ; Botnet C2 - confidence level: 100% (2022_04_06), see https://threatfox.abuse.ch/ioc/516574/"
16,"flexyval03.hopto.org CNAME . ; Botnet C2 - confidence level: 100% (2022_04_06), see https://threatfox.abuse.ch/ioc/516575/"
16,"flexyval04.hopto.org CNAME . ; Botnet C2 - confidence level: 100% (2022_04_06), see https://threatfox.abuse.ch/ioc/516576/"
16,"flexyval05.hopto.org CNAME . ; Botnet C2 - confidence level: 100% (2022_04_06), see https://threatfox.abuse.ch/ioc/516577/"
16,"flexyval06.hopto.org CNAME . ; Botnet C2 - confidence level: 100% (2022_04_06), see https://threatfox.abuse.ch/ioc/516578/"
16,"flexyval07.hopto.org CNAME . ; Botnet C2 - confidence level: 100% (2022_04_06), see https://threatfox.abuse.ch/ioc/516579/"
16,"grace2nation.ddns.net CNAME . ; Botnet C2 - confidence level: 100% (2022_04_05), see https://threatfox.abuse.ch/ioc/492744/"
16,"bakuzamokala.duckdns.org CNAME . ; Botnet C2 - confidence level: 100% (2022_04_04), see https://threatfox.abuse.ch/ioc/490752/"
16,"lomidut.tk CNAME . ; Botnet C2 - confidence level: 100% (2022_04_02), see https://threatfox.abuse.ch/ioc/486582/"
16,"judyhus19.dvrlists.com CNAME . ; Botnet C2 - confidence level: 100% (2022_04_02), see https://threatfox.abuse.ch/ioc/486548/"
16,"blopik.com CNAME . ; Botnet C2 - confidence level: 100% (2022_03_30), see https://threatfox.abuse.ch/ioc/466600/"
16,"anidoz.com CNAME . ; Botnet C2 - confidence level: 100% (2022_03_29), see https://threatfox.abuse.ch/ioc/461230/"
16,"borizhog.com CNAME . ; Botnet C2 - confidence level: 100% (2022_03_29), see https://threatfox.abuse.ch/ioc/461231/"
16,"wealth555.ddns.net CNAME . ; Botnet C2 - confidence level: 100% (2022_03_28), see https://threatfox.abuse.ch/ioc/457926/"
16,"gravadopor.one CNAME . ; Botnet C2 - confidence level: 100% (2022_03_28), see https://threatfox.abuse.ch/ioc/457367/"
16,"moradoresmostra.one CNAME . ; Botnet C2 - confidence level: 100% (2022_03_28), see https://threatfox.abuse.ch/ioc/457368/"
16,"segundojornal.us CNAME . ; Botnet C2 - confidence level: 100% (2022_03_28), see https://threatfox.abuse.ch/ioc/457369/"
16,"umexoficialdamarinha.us CNAME . ; Botnet C2 - confidence level: 100% (2022_03_28), see https://threatfox.abuse.ch/ioc/457370/"
16,"asautoridadesbrasileiras.cloud CNAME . ; Botnet C2 - confidence level: 100% (2022_03_28), see https://threatfox.abuse.ch/ioc/457371/"
16,"brandsonthasha.us CNAME . ; Botnet C2 - confidence level: 100% (2022_03_28), see https://threatfox.abuse.ch/ioc/457372/"
16,"aideiaeranegociar.cloud CNAME . ; Botnet C2 - confidence level: 100% (2022_03_28), see https://threatfox.abuse.ch/ioc/457361/"
16,"americanothenewyork.us CNAME . ; Botnet C2 - confidence level: 100% (2022_03_28), see https://threatfox.abuse.ch/ioc/457362/"
16,"atecnologianuclear.us CNAME . ; Botnet C2 - confidence level: 100% (2022_03_28), see https://threatfox.abuse.ch/ioc/457363/"
16,"compaisesque.cloud CNAME . ; Botnet C2 - confidence level: 100% (2022_03_28), see https://threatfox.abuse.ch/ioc/457364/"
16,"documentossobre.us CNAME . ; Botnet C2 - confidence level: 100% (2022_03_28), see https://threatfox.abuse.ch/ioc/457365/"
16,"dossubmarinos.us CNAME . ; Botnet C2 - confidence level: 100% (2022_03_28), see https://threatfox.abuse.ch/ioc/457366/"
16,"ovicrush.cn CNAME . ; Botnet C2 - confidence level: 100% (2022_03_27), see https://threatfox.abuse.ch/ioc/455562/"
16,"xfitnutritions.com CNAME . ; Botnet C2 - confidence level: 100% (2022_03_26), see https://threatfox.abuse.ch/ioc/454610/"
16,"maquinaria-comercial.com CNAME . ; Botnet C2 - confidence level: 100% (2022_03_26), see https://threatfox.abuse.ch/ioc/454611/"
16,"centtrobuv.ru CNAME . ; Botnet C2 - confidence level: 100% (2022_03_26), see https://threatfox.abuse.ch/ioc/454612/"
16,"skylondonhair.com CNAME . ; Botnet C2 - confidence level: 100% (2022_03_26), see https://threatfox.abuse.ch/ioc/454613/"
16,"dog-tags.ne CNAME . ; Botnet C2 - confidence level: 100% (2022_03_26), see https://threatfox.abuse.ch/ioc/454614/"
16,"ritionalvalueon.top CNAME . ; Botnet C2 - confidence level: 75% (2022_03_25), see https://threatfox.abuse.ch/ioc/451340/"
16,"diosadbauas.tk CNAME . ; Botnet C2 - confidence level: 100% (2022_03_24), see https://threatfox.abuse.ch/ioc/447026/"
16,"eriumyers.top CNAME . ; Botnet C2 - confidence level: 50% (2022_03_24), see https://threatfox.abuse.ch/ioc/444984/"
16,"rtofmethough.top CNAME . ; Botnet C2 - confidence level: 50% (2022_03_24), see https://threatfox.abuse.ch/ioc/444985/"
16,"arelyevennot.top CNAME . ; Botnet C2 - confidence level: 100% (2022_03_23), see https://threatfox.abuse.ch/ioc/443398/"
16,"apeduze.com CNAME . ; Botnet C2 - confidence level: 100% (2022_03_23), see https://threatfox.abuse.ch/ioc/443190/"
16,"britxec.com CNAME . ; Botnet C2 - confidence level: 100% (2022_03_23), see https://threatfox.abuse.ch/ioc/443191/"
16,"ascizx.com CNAME . ; Botnet C2 - confidence level: 100% (2022_03_23), see https://threatfox.abuse.ch/ioc/442198/"
16,"apokil.com CNAME . ; Botnet C2 - confidence level: 100% (2022_03_23), see https://threatfox.abuse.ch/ioc/441540/"
16,"shiestynerd.dvrlists.com CNAME . ; Botnet C2 - confidence level: 100% (2022_03_22), see https://threatfox.abuse.ch/ioc/439923/"
16,"rivertimad.com CNAME . ; Botnet C2 - confidence level: 75% (2022_03_22), see https://threatfox.abuse.ch/ioc/439900/"
16,"accessdbpro.com CNAME . ; Botnet C2 - confidence level: 75% (2022_03_22), see https://threatfox.abuse.ch/ioc/439871/"
16,"bupdater.com CNAME . ; Botnet C2 - confidence level: 75% (2022_03_22), see https://threatfox.abuse.ch/ioc/439872/"
16,"datasafenetworks.com CNAME . ; Botnet C2 - confidence level: 75% (2022_03_22), see https://threatfox.abuse.ch/ioc/439873/"
16,"wirelesswebaccess.com CNAME . ; Botnet C2 - confidence level: 75% (2022_03_22), see https://threatfox.abuse.ch/ioc/439874/"
16,"shormanz.com CNAME . ; Botnet C2 - confidence level: 100% (2022_03_22), see https://threatfox.abuse.ch/ioc/438440/"
16,"shikjil.com CNAME . ; Botnet C2 - confidence level: 100% (2022_03_22), see https://threatfox.abuse.ch/ioc/438441/"
16,"drimzis.com CNAME . ; Botnet C2 - confidence level: 100% (2022_03_22), see https://threatfox.abuse.ch/ioc/438442/"
16,"blinkij.com CNAME . ; Botnet C2 - confidence level: 100% (2022_03_22), see https://threatfox.abuse.ch/ioc/438443/"
16,"rick63.publicvm.com CNAME . ; Botnet C2 - confidence level: 100% (2022_03_22), see https://threatfox.abuse.ch/ioc/438003/"
16,"2dod.ddns.net CNAME . ; Botnet C2 - confidence level: 100% (2022_03_22), see https://threatfox.abuse.ch/ioc/436456/"
16,"surefellas.dynamic-dns.net CNAME . ; Botnet C2 - confidence level: 100% (2022_03_21), see https://threatfox.abuse.ch/ioc/434393/"
16,"harveyautos111.hopto.org CNAME . ; Botnet C2 - confidence level: 100% (2022_03_19), see https://threatfox.abuse.ch/ioc/422965/"
16,"harveyautos112.ddns.net CNAME . ; Botnet C2 - confidence level: 100% (2022_03_19), see https://threatfox.abuse.ch/ioc/422966/"
16,"harvey205.camdvr.org CNAME . ; Botnet C2 - confidence level: 100% (2022_03_19), see https://threatfox.abuse.ch/ioc/422967/"
16,"harvey206.casacam.net CNAME . ; Botnet C2 - confidence level: 100% (2022_03_19), see https://threatfox.abuse.ch/ioc/422968/"
16,"harvey207.accesscam.org CNAME . ; Botnet C2 - confidence level: 100% (2022_03_19), see https://threatfox.abuse.ch/ioc/422969/"
16,"harveyautos110.ddns.net CNAME . ; Botnet C2 - confidence level: 100% (2022_03_19), see https://threatfox.abuse.ch/ioc/422964/"
16,"fikasterwer.top CNAME . ; Botnet C2 - confidence level: 75% (2022_03_18), see https://threatfox.abuse.ch/ioc/403222/"
16,"breakingsecurity.dvrlists.com CNAME . ; Botnet C2 - confidence level: 100% (2022_03_17), see https://threatfox.abuse.ch/ioc/398657/"
16,"shevronf.com CNAME . ; Botnet C2 - confidence level: 100% (2022_03_17), see https://threatfox.abuse.ch/ioc/396105/"
16,"vipeklub.com CNAME . ; Botnet C2 - confidence level: 100% (2022_03_17), see https://threatfox.abuse.ch/ioc/396106/"
16,"vitanoise.com CNAME . ; Botnet C2 - confidence level: 100% (2022_03_17), see https://threatfox.abuse.ch/ioc/396107/"
16,"zeronyk.com CNAME . ; Botnet C2 - confidence level: 100% (2022_03_17), see https://threatfox.abuse.ch/ioc/396108/"
16,"dorvolt.com CNAME . ; Botnet C2 - confidence level: 100% (2022_03_17), see https://threatfox.abuse.ch/ioc/396103/"
16,"dunclikf.com CNAME . ; Botnet C2 - confidence level: 100% (2022_03_17), see https://threatfox.abuse.ch/ioc/396104/"
16,"polymoly.info CNAME . ; Botnet C2 - confidence level: 100% (2022_03_16), see https://threatfox.abuse.ch/ioc/395832/"
16,"kasawulli845nano.ddns.net CNAME . ; Botnet C2 - confidence level: 100% (2022_03_16), see https://threatfox.abuse.ch/ioc/395733/"
16,"overpasta.ink CNAME . ; Botnet C2 - confidence level: 75% (2022_03_16), see https://threatfox.abuse.ch/ioc/395674/"
16,"josefgur.com CNAME . ; Botnet C2 - confidence level: 100% (2022_03_15), see https://threatfox.abuse.ch/ioc/395346/"
16,"baidencult.com CNAME . ; Botnet C2 - confidence level: 100% (2022_03_15), see https://threatfox.abuse.ch/ioc/395343/"
16,"billiokz.com CNAME . ; Botnet C2 - confidence level: 100% (2022_03_15), see https://threatfox.abuse.ch/ioc/395344/"
