labels,log
3,<117>Apr 21 17:03:04 172.25.164.254 CEF:0|Fortinet|Fortigate|v6.0.9|00013|traffic:forward deny|3|deviceExternalId=FG5H0E5819908089 FTNTFGTlogid=0000000013 cat=traffic:forward FTNTFGTsubtype=forward FTNTFGTlevel=notice FTNTFGTvd=vlab FTNTFGTeventtime=1650553384 src=10.0.0.9 spt=36321 deviceInboundInterface=virtsrv FTNTFGTsrcintfrole=lan dst=172.25.164.201 dpt=7680 deviceOutboundInterface=test FTNTFGTdstintfrole=lan FTNTFGTpoluuid=c2d4ccbc-7c39-51eb-47d6-4b88a10b7610 externalId=3341665539 proto=6 act=deny FTNTFGTpolicyid=23 FTNTFGTpolicytype=policy app=tcp/7680 FTNTFGTdstcountry=Reserved FTNTFGTsrccountry=Reserved FTNTFGTtrandisp=noop FTNTFGTduration=0 out=0 in=0 FTNTFGTsentpkt=0 FTNTFGTappcat=unscanned FTNTFGTcrscore=30 FTNTFGTcraction=131072 FTNTFGTcrlevel=high FTNTFGTdevtype=Linux PC FTNTFGTdevcategory=Windows Device FTNTFGTosname=Linux FTNTFGTosversion=CentOS FTNTFGTmastersrcmac=00:50:56:b9:6b:6d FTNTFGTsrcmac=00:50:56:b9:6b:6d FTNTFGTsrcserver=1
3,<115>Apr 21 17:03:04 172.25.164.254 CEF:0|Fortinet|Fortigate|v6.0.9|54200|dns:dns-response pass|5|deviceExternalId=FG5H0E5819908089 FTNTFGTlogid=1501054200 cat=dns:dns-response FTNTFGTsubtype=dns-response FTNTFGTlevel=error FTNTFGTvd=vlab FTNTFGTeventtime=1650553384 FTNTFGTpolicyid=7 externalId=3341660837 src=172.30.104.2 spt=64209 deviceInboundInterface=vmservers FTNTFGTsrcintfrole=lan dst=203.28.246.196 dpt=53 deviceOutboundInterface=root-vlab1 FTNTFGTdstintfrole=undefined proto=17 FTNTFGTprofile=default FTNTFGTxid=34020 FTNTFGTqname=196.246.28.203.in-addr.arpa FTNTFGTqtype=PTR FTNTFGTqtypeval=12 FTNTFGTqclass=IN msg=A DNS resolution error occurs act=pass FTNTFGTerror=DNS query timeout
3,<117>Apr 21 17:03:04 172.25.164.254 CEF:0|Fortinet|Fortigate|v6.0.9|00013|traffic:forward accept|3|deviceExternalId=FG5H0E5819908089 FTNTFGTlogid=0000000013 cat=traffic:forward FTNTFGTsubtype=forward FTNTFGTlevel=notice FTNTFGTvd=vlab FTNTFGTeventtime=1650553384 src=172.30.104.2 shost=WIN-UI0CQDNOR44 spt=64914 deviceInboundInterface=vmservers FTNTFGTsrcintfrole=lan dst=192.41.162.30 dpt=53 deviceOutboundInterface=root-vlab1 FTNTFGTdstintfrole=undefined FTNTFGTpoluuid=d0d4bdd2-4d95-51ea-f827-483b4dae641a externalId=3341610366 proto=17 act=accept FTNTFGTpolicyid=7 FTNTFGTpolicytype=policy app=DNS FTNTFGTdstcountry=United States FTNTFGTsrccountry=Reserved FTNTFGTtrandisp=snat sourceTranslatedAddress=84.19.71.108 sourceTranslatedPort=64914 FTNTFGTappid=16195 FTNTFGTapp=DNS FTNTFGTappcat=Network.Service FTNTFGTapprisk=elevated FTNTFGTapplist=g-default FTNTFGTduration=180 out=79 in=696 FTNTFGTsentpkt=1 FTNTFGTrcvdpkt=1 FTNTFGTdevtype=Windows PC FTNTFGTdevcategory=Windows Device FTNTFGTosname=Windows 10 / 2016 FTNTFGTmastersrcmac=00:0c:29:89:2e:1f FTNTFGTsrcmac=00:0c:29:89:2e:1f FTNTFGTsrcserver=1
3,<117>Apr 21 17:03:04 172.25.164.254 CEF:0|Fortinet|Fortigate|v6.0.9|00013|traffic:forward accept|3|deviceExternalId=FG5H0E5819908089 FTNTFGTlogid=0000000013 cat=traffic:forward FTNTFGTsubtype=forward FTNTFGTlevel=notice FTNTFGTvd=vlab FTNTFGTeventtime=1650553384 src=172.30.104.1 shost=WIN-7OCV2UEAUKA spt=55247 deviceInboundInterface=vmservers FTNTFGTsrcintfrole=lan dst=193.0.9.9 dpt=53 deviceOutboundInterface=root-vlab1 FTNTFGTdstintfrole=undefined FTNTFGTpoluuid=d0d4bdd2-4d95-51ea-f827-483b4dae641a externalId=3341610205 proto=17 act=accept FTNTFGTpolicyid=7 FTNTFGTpolicytype=policy app=DNS FTNTFGTdstcountry=Netherlands FTNTFGTsrccountry=Reserved FTNTFGTtrandisp=snat sourceTranslatedAddress=84.19.71.108 sourceTranslatedPort=55247 FTNTFGTappid=16195 FTNTFGTapp=DNS FTNTFGTappcat=Network.Service FTNTFGTapprisk=elevated FTNTFGTapplist=g-default FTNTFGTduration=180 out=83 in=376 FTNTFGTsentpkt=1 FTNTFGTrcvdpkt=1 FTNTFGTdevtype=Windows PC FTNTFGTdevcategory=Windows Device FTNTFGTosname=Windows 10 / 2016 FTNTFGTmastersrcmac=00:0c:29:87:df:ae FTNTFGTsrcmac=00:0c:29:87:df:ae FTNTFGTsrcserver=1
3,<117>Apr 21 17:03:04 172.25.164.254 CEF:0|Fortinet|Fortigate|v6.0.9|00013|traffic:forward accept|3|deviceExternalId=FG5H0E5819908089 FTNTFGTlogid=0000000013 cat=traffic:forward FTNTFGTsubtype=forward FTNTFGTlevel=notice FTNTFGTvd=vlab FTNTFGTeventtime=1650553384 src=172.30.104.1 shost=WIN-7OCV2UEAUKA spt=55162 deviceInboundInterface=vmservers FTNTFGTsrcintfrole=lan dst=208.91.112.53 dpt=53 deviceOutboundInterface=root-vlab1 FTNTFGTdstintfrole=undefined FTNTFGTpoluuid=d0d4bdd2-4d95-51ea-f827-483b4dae641a externalId=3341599869 proto=17 act=accept FTNTFGTpolicyid=7 FTNTFGTpolicytype=policy app=DNS FTNTFGTdstcountry=Canada FTNTFGTsrccountry=Reserved FTNTFGTtrandisp=snat sourceTranslatedAddress=84.19.71.108 sourceTranslatedPort=55162 FTNTFGTappid=16195 FTNTFGTapp=DNS FTNTFGTappcat=Network.Service FTNTFGTapprisk=elevated FTNTFGTapplist=g-default FTNTFGTduration=218 out=193 in=321 FTNTFGTsentpkt=2 FTNTFGTrcvdpkt=2 FTNTFGTdevtype=Windows PC FTNTFGTdevcategory=Windows Device FTNTFGTosname=Windows 10 / 2016 FTNTFGTmastersrcmac=00:0c:29:87:df:ae FTNTFGTsrcmac=00:0c:29:87:df:ae FTNTFGTsrcserver=1
3,<117>Apr 21 17:03:04 172.25.164.254 CEF:0|Fortinet|Fortigate|v6.0.9|00013|traffic:forward accept|3|deviceExternalId=FG5H0E5819908089 FTNTFGTlogid=0000000013 cat=traffic:forward FTNTFGTsubtype=forward FTNTFGTlevel=notice FTNTFGTvd=vlab FTNTFGTeventtime=1650553384 src=172.30.104.2 shost=WIN-UI0CQDNOR44 spt=64066 deviceInboundInterface=vmservers FTNTFGTsrcintfrole=lan dst=66.81.0.251 dpt=53 deviceOutboundInterface=root-vlab1 FTNTFGTdstintfrole=undefined FTNTFGTpoluuid=d0d4bdd2-4d95-51ea-f827-483b4dae641a externalId=3341606380 proto=17 act=accept FTNTFGTpolicyid=7 FTNTFGTpolicytype=policy app=DNS FTNTFGTdstcountry=United States FTNTFGTsrccountry=Reserved FTNTFGTtrandisp=snat sourceTranslatedAddress=84.19.71.108 sourceTranslatedPort=64066 FTNTFGTappid=16195 FTNTFGTapp=DNS FTNTFGTappcat=Network.Service FTNTFGTapprisk=elevated FTNTFGTapplist=g-default FTNTFGTduration=195 out=243 in=81 FTNTFGTsentpkt=3 FTNTFGTrcvdpkt=1 FTNTFGTdevtype=Windows PC FTNTFGTdevcategory=Windows Device FTNTFGTosname=Windows 10 / 2016 FTNTFGTmastersrcmac=00:0c:29:89:2e:1f FTNTFGTsrcmac=00:0c:29:89:2e:1f FTNTFGTsrcserver=1
3,<117>Apr 21 17:03:05 172.25.164.254 CEF:0|Fortinet|Fortigate|v6.0.9|00013|traffic:forward accept|3|deviceExternalId=FG5H0E5819908089 FTNTFGTlogid=0000000013 cat=traffic:forward FTNTFGTsubtype=forward FTNTFGTlevel=notice FTNTFGTvd=vlab FTNTFGTeventtime=1650553385 src=172.25.105.123 shost=DESKTOP-SL05D8O spt=59282 deviceInboundInterface=vmvdi FTNTFGTsrcintfrole=lan dst=157.240.195.15 dpt=443 deviceOutboundInterface=root-vlab1 FTNTFGTdstintfrole=undefined FTNTFGTpoluuid=f5dcdbc8-4d95-51ea-d190-ae661cbd2acd externalId=3341609260 proto=17 act=accept FTNTFGTpolicyid=8 FTNTFGTpolicytype=policy app=udp/443 FTNTFGTdstcountry=France FTNTFGTsrccountry=Reserved FTNTFGTtrandisp=snat sourceTranslatedAddress=84.19.71.108 sourceTranslatedPort=59282 FTNTFGTappid=40169 FTNTFGTapp=QUIC FTNTFGTappcat=Network.Service FTNTFGTapprisk=low FTNTFGTapplist=g-default FTNTFGTduration=184 out=6482 in=712 FTNTFGTsentpkt=6 FTNTFGTrcvdpkt=7 FTNTFGTutmaction=block FTNTFGTcountapp=24 FTNTFGTdevtype=Windows PC FTNTFGTdevcategory=Windows Device FTNTFGTosname=Windows 10 / 2016 FTNTFGTunauthuser=VDICR1003$ FTNTFGTunauthusersource=kerberos FTNTFGTmastersrcmac=00:50:56:b9:4f:63 FTNTFGTsrcmac=00:50:56:b9:4f:63 FTNTFGTsrcserver=1
3,<117>Apr 21 17:03:04 172.25.164.254 CEF:0|Fortinet|Fortigate|v6.0.9|00013|traffic:forward accept|3|deviceExternalId=FG5H0E5819908089 FTNTFGTlogid=0000000013 cat=traffic:forward FTNTFGTsubtype=forward FTNTFGTlevel=notice FTNTFGTvd=vlab FTNTFGTeventtime=1650553384 src=172.30.104.1 shost=WIN-7OCV2UEAUKA spt=55674 deviceInboundInterface=vmservers FTNTFGTsrcintfrole=lan dst=208.91.112.53 dpt=53 deviceOutboundInterface=root-vlab1 FTNTFGTdstintfrole=undefined FTNTFGTpoluuid=d0d4bdd2-4d95-51ea-f827-483b4dae641a externalId=3341596255 proto=17 act=accept FTNTFGTpolicyid=7 FTNTFGTpolicytype=policy app=DNS FTNTFGTdstcountry=Canada FTNTFGTsrccountry=Reserved FTNTFGTtrandisp=snat sourceTranslatedAddress=84.19.71.108 sourceTranslatedPort=55674 FTNTFGTappid=16195 FTNTFGTapp=DNS FTNTFGTappcat=Network.Service FTNTFGTapprisk=elevated FTNTFGTapplist=g-default FTNTFGTduration=230 out=180 in=298 FTNTFGTsentpkt=2 FTNTFGTrcvdpkt=2 FTNTFGTdevtype=Windows PC FTNTFGTdevcategory=Windows Device FTNTFGTosname=Windows 10 / 2016 FTNTFGTmastersrcmac=00:0c:29:87:df:ae FTNTFGTsrcmac=00:0c:29:87:df:ae FTNTFGTsrcserver=1
3,<117>Apr 21 17:03:04 172.25.164.254 CEF:0|Fortinet|Fortigate|v6.0.9|00013|traffic:forward accept|3|deviceExternalId=FG5H0E5819908089 FTNTFGTlogid=0000000013 cat=traffic:forward FTNTFGTsubtype=forward FTNTFGTlevel=notice FTNTFGTvd=vlab FTNTFGTeventtime=1650553384 src=172.30.104.1 shost=WIN-7OCV2UEAUKA spt=54871 deviceInboundInterface=vmservers FTNTFGTsrcintfrole=lan dst=208.91.112.53 dpt=53 deviceOutboundInterface=root-vlab1 FTNTFGTdstintfrole=undefined FTNTFGTpoluuid=d0d4bdd2-4d95-51ea-f827-483b4dae641a externalId=3341583006 proto=17 act=accept FTNTFGTpolicyid=7 FTNTFGTpolicytype=policy app=DNS FTNTFGTdstcountry=Canada FTNTFGTsrccountry=Reserved FTNTFGTtrandisp=snat sourceTranslatedAddress=84.19.71.108 sourceTranslatedPort=54871 FTNTFGTappid=16195 FTNTFGTapp=DNS FTNTFGTappcat=Network.Service FTNTFGTapprisk=elevated FTNTFGTapplist=g-default FTNTFGTduration=276 out=218 in=376 FTNTFGTsentpkt=2 FTNTFGTrcvdpkt=2 FTNTFGTdevtype=Windows PC FTNTFGTdevcategory=Windows Device FTNTFGTosname=Windows 10 / 2016 FTNTFGTmastersrcmac=00:0c:29:87:df:ae FTNTFGTsrcmac=00:0c:29:87:df:ae FTNTFGTsrcserver=1
3,<117>Apr 21 17:03:05 172.25.164.254 CEF:0|Fortinet|Fortigate|v6.0.9|00013|traffic:forward accept|3|deviceExternalId=FG5H0E5819908089 FTNTFGTlogid=0000000013 cat=traffic:forward FTNTFGTsubtype=forward FTNTFGTlevel=notice FTNTFGTvd=vlab FTNTFGTeventtime=1650553385 src=172.25.105.123 shost=DESKTOP-SL05D8O spt=64132 deviceInboundInterface=vmvdi FTNTFGTsrcintfrole=lan dst=157.240.195.35 dpt=443 deviceOutboundInterface=root-vlab1 FTNTFGTdstintfrole=undefined FTNTFGTpoluuid=f5dcdbc8-4d95-51ea-d190-ae661cbd2acd externalId=3341609296 proto=17 act=accept FTNTFGTpolicyid=8 FTNTFGTpolicytype=policy app=udp/443 FTNTFGTdstcountry=France FTNTFGTsrccountry=Reserved FTNTFGTtrandisp=snat sourceTranslatedAddress=84.19.71.108 sourceTranslatedPort=64132 FTNTFGTappid=40169 FTNTFGTapp=QUIC FTNTFGTappcat=Network.Service FTNTFGTapprisk=low FTNTFGTapplist=g-default FTNTFGTduration=184 out=6482 in=712 FTNTFGTsentpkt=6 FTNTFGTrcvdpkt=7 FTNTFGTutmaction=block FTNTFGTcountapp=24 FTNTFGTdevtype=Windows PC FTNTFGTdevcategory=Windows Device FTNTFGTosname=Windows 10 / 2016 FTNTFGTunauthuser=VDICR1003$ FTNTFGTunauthusersource=kerberos FTNTFGTmastersrcmac=00:50:56:b9:4f:63 FTNTFGTsrcmac=00:50:56:b9:4f:63 FTNTFGTsrcserver=1
